iter	RMSE
623	3.600430735
624	3.599250577
625	3.598767377
626	3.59586355
627	3.593489456
628	3.591310677
629	3.588969433
630	3.584242457
631	3.581813456
632	3.58091977
633	3.57886274
634	3.575542201
635	3.574876344
636	3.573701657
637	3.573151556
638	3.569665915
639	3.568311991
640	3.565494147
641	3.56301636
642	3.560300545
643	3.559579482
644	3.558098617
645	3.55752484
646	3.55538254
647	3.55266522
648	3.550055572
649	3.548382498
650	3.544761958
651	3.543806993
652	3.541868765
653	3.539350748
654	3.53610349
655	3.534588065
656	3.533683363
657	3.531565151
658	3.530394944
659	3.527295185
660	3.526459159
661	3.523906889
662	3.523861476
663	3.52253123
664	3.518392498
665	3.516737961
666	3.51526423
667	3.514077896
668	3.511599145
669	3.510617739
670	3.5096501
671	3.508079748
672	3.50555694
673	3.503049674
674	3.501792913
675	3.50143964
676	3.499514043
677	3.496398849
678	3.493315875
679	3.491211723
680	3.490613938
681	3.489534706
682	3.4866687
683	3.483620062
684	3.483147676
685	3.479045175
686	3.477860008
687	3.474341189
688	3.472089244
689	3.468860913
690	3.466962995
691	3.463974226
692	3.463447998
693	3.461760919
694	3.459873697
695	3.458396954
696	3.455684021
697	3.453049678
698	3.451514194
699	3.447520309
700	3.44500708
701	3.443537846
702	3.441047544
703	3.440341893
704	3.437614335
705	3.4337334
706	3.431380437
707	3.43046923
708	3.42919346
709	3.426674637
710	3.424568003
711	3.421931135
712	3.420593456
713	3.419523606
714	3.416255339
715	3.415533297
716	3.415093048
717	3.413252543
718	3.411736193
719	3.408041192
720	3.40561313
721	3.40264565
722	3.400877424
723	3.398805783
724	3.397862373
725	3.396014229
726	3.392865341
727	3.390803537
728	3.389710141
729	3.387820888
730	3.386069833
731	3.384795981
732	3.380981266
733	3.380580694
734	3.378405504
735	3.375637954
736	3.373168997
737	3.370726718
738	3.369016505
739	3.36751216
740	3.365821783
741	3.362841889
742	3.359224673
743	3.359026494
744	3.356712638
745	3.353385416
746	3.353016474
747	3.351277334
748	3.347601498
749	3.346719554
750	3.34452029
751	3.343485754
752	3.343376827
753	3.341380719
754	3.340241759
755	3.338535626
756	3.336988379
757	3.335956905
758	3.334708191
759	3.332245535
760	3.329844507
761	3.327351204
762	3.325750616
763	3.322633363
764	3.319138542
765	3.317264389
766	3.315531596
767	3.31437744
768	3.312730652
769	3.310461672
770	3.309345107
771	3.306619268
772	3.306125598
773	3.304574196
774	3.302630511
775	3.300835728
776	3.299880896
777	3.29879498
778	3.298057284
779	3.296162419
780	3.295467647
781	3.295376788
782	3.293317855
783	3.289822036
784	3.28958223
785	3.288907367
786	3.287941572
787	3.285130891
788	3.283867299
789	3.282055402
790	3.280403797
791	3.27759454
792	3.275566559
793	3.274829313
794	3.274601982
795	3.273782371
796	3.273622069
797	3.273483433
798	3.273051072
799	3.272954005
800	3.272352123
801	3.271611457
802	3.269000381
803	3.266921974
804	3.265693668
805	3.263823643
806	3.261800783
807	3.260151196
808	3.258393139
809	3.256510995
810	3.255003897
811	3.253961183
812	3.252534948
813	3.25096048
814	3.249973733
815	3.24849482
816	3.246481548
817	3.245551084
818	3.243368006
819	3.24251294
820	3.239867278
821	3.237498082
822	3.236315633
823	3.234363639
824	3.23292711
825	3.231846965
826	3.229966429
827	3.229938008
828	3.229880441
829	3.22790747
830	3.224861212
831	3.224119572
832	3.222951702
833	3.220297669
834	3.21790051
835	3.21720594
836	3.215777306
837	3.21331801
838	3.212500291
839	3.210321219
840	3.208976164
841	3.207777698
842	3.207288907
843	3.206644443
844	3.205630175
845	3.204213316
846	3.201966592
847	3.200019549
848	3.199616804
849	3.197776591
850	3.197286843
851	3.195299002
852	3.193837846
853	3.192293631
854	3.191839702
855	3.191464975
856	3.189529541
857	3.186905761
858	3.185307827
859	3.184514369
860	3.183591094
861	3.18223231
862	3.180410792
863	3.179646292
864	3.178082743
865	3.175918144
866	3.173096653
867	3.172066031
868	3.170080055
869	3.168122209
870	3.167554502
871	3.167480753
872	3.166906827
873	3.166104279
874	3.164239558
875	3.162816274
876	3.161405157
877	3.158943343
878	3.15889717
879	3.157157835
880	3.156700581
881	3.156085454
882	3.155073123
883	3.152561516
884	3.15068833
885	3.146893705
886	3.144592942
887	3.143783025
888	3.142084683
889	3.139364319
890	3.13695378
891	3.134128532
892	3.133538311
893	3.130978392
894	3.130927373
895	3.130548399
896	3.128433882
897	3.127878276
898	3.127624385
899	3.126672701
900	3.124623801
901	3.123735239
902	3.12173001
903	3.120450945
904	3.118894853
905	3.117454324
906	3.115587298
907	3.114899257
908	3.112759673
909	3.112463766
910	3.11232236
911	3.109689923
912	3.108318547
913	3.107137581
914	3.104203353
915	3.102909767
916	3.101093844
917	3.100424621
918	3.099205658
919	3.098234018
920	3.097357838
921	3.09542123
922	3.094278616
923	3.09218595
924	3.089558702
925	3.087772289
926	3.085381729
927	3.083732702
928	3.082672171
929	3.082159995
930	3.080940888
931	3.080091744
932	3.07951641
933	3.076738685
934	3.076224509
935	3.074976589
936	3.074943669
937	3.073440597
938	3.072490417
939	3.070840698
940	3.06970429
941	3.068617809
942	3.066576994
943	3.064468446
944	3.063621379
945	3.061970276
946	3.058712272
947	3.058509292
948	3.056744639
949	3.055105639
950	3.05348718
951	3.053089873
952	3.051067132
953	3.050604711
954	3.048617542
955	3.04845793
956	3.046800284
957	3.044287977
958	3.043885896
959	3.040897014
960	3.038173147
961	3.037035434
962	3.035337359
963	3.035111345
964	3.033943017
965	3.033027395
966	3.032985803
967	3.030502502
968	3.02925873
969	3.027127233
970	3.025456162
971	3.024709821
972	3.023744724
973	3.021131747
974	3.021064689
975	3.020230287
976	3.019130577
977	3.017277033
978	3.01664245
979	3.015342905
980	3.013200858
981	3.01146164
982	3.010807904
983	3.008529779
984	3.006597744
985	3.005170929
986	3.003678711
987	3.003091975
988	3.002505425
989	2.999368102
990	2.99823024
991	2.995693529
992	2.994550482
993	2.993347041
994	2.992357349
995	2.989909203
996	2.989704799
997	2.98700565
998	2.98609778
999	2.985122631
